book_a;book_b;count
0425104346;034539657X;4
0446604844;0671027360;4
0345413369;0446310786;4
0446604844;0971880107;4
0399149325;0446610038;4
0743411269;0743437640;4
0671708635;0385493800;4
0743412028;0446605239;4
0399149325;0679781587;4
0440236169;0553579606;4
087113795X;0060987103;4
0399149325;0316602051;4
055357227X;0446604801;4
042511984X;0425107469;4
042511984X;0425115801;4
0767914767;0380820293;4
055357227X;0446606189;4
0743439740;0385484518;4
0345418018;0312195516;4
055357227X;0446610038;4
055357227X;0446609404;4
0061092177;0380789035;4
0743412028;0446608890;4
0679751602;014131088X;4
0679742298;0671510053;4
155166674X;0385503822;4
0446608890;0345353145;4
067100042X;0671001795;4
0515124893;0446605239;4
042511984X;0553579754;4
0446608890;0345370775;4
067100042X;0671004549;4
0679742298;0446532231;4
0446608890;0345380371;4
0515122491;0842329242;4
0312978383;0425147622;4
0446608890;0312976275;4
0671708635;0439064864;4
055357227X;0425147622;4
0553574574;0312983867;4
042511984X;0671793489;4
0515124893;0515132020;4
0553574574;0385424736;4
0515124893;051513287X;4
0446604844;0446607657;4
0061097314;0060915544;4
0446608890;0345402871;4
0312979096;0553583441;4
0679742298;044023722X;4
0515124893;0515120618;4
0515124893;0515121843;4
0515124893;0515126772;4
0515124893;0515127833;4
0515124893;0515128546;4
0142000663;0316769487;4
0061092177;0061057649;4
0061092177;0061020702;4
0064471063;0590353403;4
0553569155;0345337662;4
0767905202;080213825X;4
055357227X;0440213525;4
0553574574;0060987103;4
0446607193;0380718340;4
0446607193;0380710218;4
0425104346;0425128164;4
055357227X;0425163407;4
0553574574;0312966970;4
0553574574;0312971346;4
0142000663;0060977493;4
0553571885;0446607657;4
0553574574;0312274920;4
076790592X;0385504209;4
038533558X;0316569321;4
0688177859;0375406530;4
0064471101;0156027321;4
0446607193;0440225701;4
0767907817;0743418190;4
0670869902;043935806X;4
038533558X;0449006522;4
0671727583;0440235596;4
0670869902;0452282152;4
0312979479;0060958022;4
0671727583;0425147622;4
0670869902;0553296981;4
037541309X;1400031354;4
037541309X;0971880107;4
0345413377;0316666343;4
076790592X;0312278586;4
0553569155;0451169522;4
0451180429;0786889608;4
0688170528;0786868716;4
076790592X;0316569321;4
0688170528;0743454529;4
0671708635;0380730138;4
0142000663;0671021001;4
038533558X;0446527033;4
0688177867;0385265700;4
0679742298;0804111359;4
0553569155;059035342X;4
038533558X;0446527041;4
0425101452;0425107469;4
038533558X;0446527165;4
0345413377;0380789019;4
067172262X;0439064872;4
0425101452;0425142485;4
0525946829;014028009X;4
0440236819;044023669X;4
0316779423;1400034779;4
042511774X;0812550706;4
0142004235;0440221471;4
0446607207;0671534718;4
0446607207;0671525743;4
0345416260;0743418174;4
1551665301;0671001795;4
044023669X;0440236819;4
0345416260;0060928336;4
0142004278;0316666343;4
0064472795;043935806X;4
0553572326;0312265867;4
0060517794;0316666343;4
042511774X;0385474016;4
0385337639;0439064872;4
0525946829;0345438329;4
0440213290;0440213029;4
0142004235;0440224764;4
0345416260;0688177743;4
0451180410;0446612545;4
1551665301;0451197747;4
0553571656;014029628X;4
0385337639;0440235596;4
0688177859;0452282829;4
0440213290;0439064872;4
0425097609;0439064872;4
0142004278;0316776963;4
0385337116;0316666343;4
0345416260;0842329129;4
067091021X;0312278586;4
0440236991;0446605239;4
0385337639;0399148027;4
0553572326;0345413881;4
0804114609;1400034779;4
0142004278;0060987561;4
067172262X;0684801523;4
0345416260;0671001795;4
0064472795;0385335482;4
0553571656;0312195516;4
0385337639;0425162443;4
0385337639;0425167313;4
0440236991;044651652X;4
0743437802;0440241073;4
0142004235;0385722435;4
0375758992;0767902521;4
0525945210;0446672211;4
0451180410;0553576801;4
0060512822;068484477X;4
0060512822;0679781587;4
0451180410;0671042262;4
0767912233;0385335881;4
0743411269;0553584049;4
0316779490;0452269571;4
0804114609;0446675059;4
0375758992;0767905385;4
0446605409;0671003755;4
0413537900;0316666343;4
0451180410;0553569910;4
0451180410;0515122491;4
0060916508;0375726403;4
0440236991;0446672211;4
0316779490;0385504209;4
0385336810;0743418204;4
0525945210;044651652X;4
0385337639;0446519138;4
0345416260;006000438X;4
0385337116;0385504209;4
0525946829;0375727345;4
0385337639;0064407667;4
0425083837;0345380371;4
0425083837;0345370775;4
0553571656;0385504209;4
0345416260;0345413350;4
0142004235;0671003755;4
0425083837;0425122123;4
0553571656;0385482388;4
0743412028;014100018X;4
0060916508;0446391301;4
0385337116;0525947647;4
0525946829;0375726403;4
0553571656;0316666343;4
0385337116;0671027360;4
0525945210;0316666343;4
0060916508;0449212602;4
0525945210;031242227X;4
0425083837;0440214041;4
0060916508;0452282195;4
0451180410;0316602906;4
0679744398;0804106304;4
0451180410;0316603287;4
1400077826;0440221471;4
0553571656;0375706771;4
0451180410;044021145X;4
0440236991;0440221315;4
0679744398;067976402X;4
0375758992;067976402X;4
0679744398;0684848783;4
067091021X;0385722206;4
0553571656;0345313860;4
055357258X;0316666343;4
055357258X;0061009059;4
1400077826;0385504209;4
0525946829;0375706771;4
067091021X;0375707972;4
1400077826;0385484518;4
1400077826;044021145X;4
1400077826;0440213525;4
0060916508;0679781587;4
0743437802;0446606189;4
0385336810;0385504209;4
067091021X;068484477X;4
067091021X;0061009059;4
0671443283;067164257X;4
067091021X;0060987103;4
0743437802;0446609404;4
0767912233;0743418174;4
0446607207;0440214041;4
1551665301;0446608955;4
0446607207;0440200563;4
0375414053;0312278586;4
0060512822;0440241073;4
0061094129;0440225701;4
0804109729;034540288X;4
1878424114;0842329242;4
0688177743;0671776134;4
1878424114;0842329129;4
1551665301;0842329218;4
0375414053;0312195516;4
0425118703;0446612545;4
0060512822;0440213525;4
0525946829;0440221595;4
0425098605;044023722X;4
052594527X;0316666343;4
0671727583;0312983867;4
0425118703;067102423X;4
067091021X;1400031354;4
0553573136;0345361792;4
0767912233;0316666343;4
0671708635;0060976845;4
0525946829;0316666343;4
0743437802;0446611212;4
0743437802;0446612790;4
0743437802;0446612545;4
0525946829;0440214041;4
0688177743;0452282829;4
0446607207;044022165X;4
0446605409;0440225817;4
0060809833;0345337662;4
0446605409;0440213525;4
0425118703;0425128164;4
0446605409;0440234743;4
0446605409;0425180964;4
0446607207;051511992X;4
0446605409;0446604666;4
0425118703;0425107469;4
0446605409;0446607711;4
0553571656;0452284449;4
0375414053;0671027360;4
067172262X;059035342X;4
0425118703;0440225701;4
0688177743;0743418174;4
0688177859;0684874350;4
0446607207;0446610038;4
0425098605;0345378490;4
0440236819;0842329129;4
0446607207;0446672211;4
0425098605;0316666343;4
0060512822;0452282152;4
0061096113;0440241073;4
0688177859;068484477X;4
0446607207;044651652X;4
0375414053;0385335482;4
0679744398;0439064872;4
0375414053;038550926X;4
0515124893;0553272837;4
0553574663;0553280368;4
0515121495;0425132048;4
0671708635;068484477X;4
0060926317;0312274920;4
0679736042;0316776963;4
0345409671;0345404319;4
0446606383;0316666343;4
0440236053;0312983867;4
0156006529;0446672211;4
0671727796;0440213525;4
0515122491;0451180410;4
0671727796;0060976845;4
0312979096;0316769487;4
038542471X;0385490992;4
038542471X;0385493800;4
038542471X;0385497466;4
0061097314;0452282152;4
193156146X;1400031354;4
0671701231;0671014919;4
0743437802;0671038443;4
0671001132;0440214041;4
038542471X;0385511612;4
038542471X;0385503822;4
0440236053;0312265867;4
0446606383;0312195516;4
0156001314;0590353403;4
0375506039;0786868716;4
0446606383;0316693200;4
0312980159;0312966970;4
042510687X;0440224675;4
1931561648;0060987561;4
067976397X;0446672211;4
042510687X;0440221471;4
0142001821;0446675059;4
0553572040;0446605239;4
0440237262;0446610038;4
037541309X;0312144075;4
0679736042;0060958022;4
0316779237;0805063897;4
042510687X;0425180638;4
0515122491;0553579754;4
0440236053;0345413873;4
0156001314;0679720200;4
037541309X;0312291639;4
0316779237;1400031354;4
0671708635;0553250426;4
0679736042;0142001740;4
0804115613;0385492081;4
0525947299;0399150439;4
0525947299;0399149155;4
0440236053;0345413903;4
0517556278;0679781587;4
042510687X;044021145X;4
0375506039;0679781587;4
0679736042;0140298479;4
042510687X;0375706771;4
0553569031;0345413881;4
0865471185;067976402X;4
042510687X;0671041789;4
042510687X;0375727345;4
0316779423;0312195516;4
0743411323;0375412530;4
0440236061;034541389X;4
1400032717;0971880107;4
0679736042;0385504209;4
0440236061;0345413903;4
0553569031;0380710218;4
0553572040;0385722206;4
0312971125;1551668653;4
0553569031;0380718340;4
0064471055;0590353403;4
0671727583;1558746226;4
0440212359;0440213525;4
0440236738;0345413903;4
0671701231;0671673688;4
0671701231;0671867113;4
0671701231;0671867091;4
193156146X;0812550706;4
0375758992;0385504209;4
0440236738;0440498058;4
155166674X;0525946829;4
0553569031;0316666343;4
0767915054;0375706771;4
0743437802;0671024108;4
0446606383;0553280341;4
0446606383;0553279556;4
0440236738;0671001795;4
0525947299;0385503822;4
0156005891;0385484518;4
0688177867;067976402X;4
0061097853;0061099325;4
0553575384;043935806X;4
0671001132;0671868691;4
0553574671;0553578308;4
0440236053;0425182878;4
0688163173;0316666343;4
0156005891;0679781587;4
087113795X;0375412530;4
0061097853;0061097861;4
0156005891;068484477X;4
0375506039;0385502532;4
0375506039;0385504209;4
0440236738;0312966091;4
0375506039;0452282829;4
0515122491;0515132020;4
0671001132;0671868713;4
067172262X;0140067477;4
1931561648;0316666343;4
0515122491;051513287X;4
0767915054;0312195516;4
0804115613;0446519138;4
0553568760;0446364193;4
0440236738;0312966970;4
0553572202;0553568701;4
0553568760;0440226430;4
0156005891;0375727345;4
0375506039;0375727345;4
0767915054;0142001740;4
0553575384;0440998050;4
0553575384;0440414806;4
0345422317;0811825558;4
0517556278;0451166892;4
0553572202;0553285920;4
0515121495;0446607657;4
1931561648;0345423291;4
0156005891;0452282152;4
0156005891;0452282829;4
0767907817;0375727345;4
0375758992;0375702709;4
0553568760;0316666343;4
0440236053;0440234743;4
0440236053;0446611212;4
0804115613;0446363251;4
0440236738;0312265867;4
0671001132;067169071X;4
0061097853;0061092606;4
0345422317;067976402X;4
0525947299;0375412530;4
0553575104;0553287346;4
0061097853;0061000043;4
0515121495;0446608815;4
0375758992;0375727345;4
0440236738;059035342X;4
0515122491;0385504209;4
0553572040;0553578308;4
0345422384;0345369947;4
0515121495;074343627X;4
0515121495;0425182878;4
0440237262;0446601241;4
0440236738;0316666343;4
0515122491;0312990456;4
0064471055;0439139600;4
0671727796;043935806X;4
0679736042;0060928336;4
0440212359;014029628X;4
0553572202;0679454470;4
0142001821;0679745203;4
067172262X;0345337662;4
0671708635;0679781587;4
0345422384;0345384466;4
0064471055;0439064864;4
0671727796;0345342968;4
0345422384;0312924585;4
0553572202;055357230X;4
0553572202;055357227X;4
0553568701;0553572202;4
0525946233;0743418174;4
0316779237;0679742298;4
0156006529;0312195516;4
0671727796;0316769487;4
0375758992;0140293248;4
0671727796;0345337662;4
0671727796;0425147622;4
0142001821;0452282829;4
0671001132;0451172817;4
1400033543;0375725784;4
1931561648;0156027321;4
0451183665;0440211727;4
0767907817;0142003727;4
0446608890;0451206525;4
0385421982;0446527033;4
0451183665;0440220602;4
0670865796;0440225701;4
0316779423;0385504209;4
0553576089;0449221504;4
0345413350;0345416260;4
0451183665;0440221471;4
0451183665;044023722X;4
0345413350;0345348036;4
0671250671;0684874350;4
0553569031;0553582747;4
0061091316;0380789035;4
0425120279;0385504209;4
0553571885;1558744150;4
0515125628;0515135739;4
0553572202;0312924585;4
0425105334;0451191013;4
0679742298;0316779237;4
0425105334;0451163524;4
0425105334;0451160525;4
0345413350;0380002930;4
0425105334;0451176464;4
0385421982;044021145X;4
0425109720;0451180232;4
0385421982;0440221471;4
0399148639;0440225825;4
0385421982;0440201926;4
0679742298;0316666343;4
0156001314;0140298479;4
0440236061;0440241073;4
0767905202;0380818973;4
0553572202;0345313860;4
0553574639;014028009X;4
0553572202;0345413881;4
0446606324;0440221471;4
0446606324;0440224764;4
0743411323;0345423291;4
0515121495;0312983867;4
0517580497;0609610597;4
0425120279;0425122123;4
037582233X;006092988X;4
0671727583;0671021001;4
0671250671;0684872153;4
1400032717;0743237188;4
0425109720;0425170349;4
0767905202;0385335482;4
0767905202;0385335881;4
1400032717;0743418174;4
0425109720;0440214041;4
0345413350;0312195516;4
0553576089;0553278029;4
0425119920;0425124347;4
0425113884;0316666343;4
0425119920;0345353145;4
076790592X;0446611867;4
0553576798;0312966970;4
0425119920;0425130711;4
0670894184;0312195516;4
1931561648;0449212602;4
0553569058;0316666343;4
0425119920;0440206154;4
0399147284;0385497466;4
0553571885;0515131229;4
0743411323;0670894605;4
0060505885;0312278586;4
155166674X;0440211727;4
0515126489;0425182878;4
0515120898;0786868716;4
0316779423;0446604666;4
0060914653;044021145X;4
0670894184;0316666343;4
0425120279;0312265867;4
0064471063;0439064864;4
0142001821;0316666343;4
0440236061;0553280368;4
0385421982;0385490992;4
0553576089;0553280368;4
0064471063;0439139600;4
0399147284;039914613X;4
0399147284;0399148639;4
0553569058;0142001740;4
0142001821;0312195516;4
038533656X;0385265700;4
155166674X;044023722X;4
0553569058;0060934417;4
0688177867;0446672211;4
0446606324;0446610038;4
038533656X;0312195516;4
038533656X;014028009X;4
038533656X;0140293248;4
014131088X;0679886370;4
038533656X;0142002267;4
0316779423;0316776963;4
038533656X;0312278586;4
193156146X;067976402X;4
0446606324;0446607657;4
0804115613;0316693235;4
0312979096;0385504209;4
0156001314;0439064864;4
0156001314;0439136350;4
0553572202;0385472951;4
014131088X;0679751602;4
0345422384;0440206154;4
015600710X;0316781266;4
015600710X;0316789844;4
0671727583;0684872153;4
0446606324;0446364800;4
0446606324;0440236673;4
0156001314;0441790348;4
0553574639;0312980140;4
0312979096;043935806X;4
0743411323;0345441265;4
0671042556;0312195516;3
0440221099;0375760911;3
0671568833;0373483503;3
0440221315;0373243790;3
0440204194;0316666343;3
0671034057;0439139597;3
0440202043;0515128554;3
0671568833;0345313860;3
0316678104;1400031346;3
0440221315;0060928336;3
0316678104;1400031354;3
0440204194;0312924801;3
0440221315;0380820293;3
0515133302;0767902521;3
0440221099;044023722X;3
0842373195;0312195516;3
0440204887;0451177096;3
0316693324;0142000205;3
0140067779;067976402X;3
0440221099;067976402X;3
0440221099;042511774X;3
0140067779;0770422632;3
0440221315;0060502258;3
0440221099;0385484518;3
0891073906;0590353403;3
0440204194;0440202043;3
0316678104;087113795X;3
0440221315;0375706771;3
0440204194;0380718340;3
0891073906;080410526X;3
0316678104;0894805770;3
0440204194;0385265700;3
0860074382;0141007338;3
0066214440;0871136791;3
0671568833;0312983824;3
0440204887;0805062971;3
0671568833;0312983867;3
0064405842;0394820371;3
0316693324;0316603287;3
0860074382;0312976275;3
0440221099;0609804138;3
0860074382;0312278586;3
0440204887;0842329129;3
0066214440;1592400876;3
0440202043;1400034779;3
0440204887;0811801802;3
0440204194;0515124893;3
0891073906;0743437640;3
0440202043;080410753X;3
0440202043;0679781587;3
0860074382;0140254544;3
0316678104;1558745157;3
0440204887;0802130208;3
0316678104;0804114986;3
0440204887;0553277472;3
0064405842;038572179X;3
0671568833;0312986343;3
0440202043;068484477X;3
0515133639;0375702709;3
0515133639;0375726403;3
0671568833;0312147015;3
0671568833;0312195516;3
0891073906;067976402X;3
0515133639;0380792745;3
0440204208;0312983867;3
0891073906;0671042858;3
0440221099;0446606812;3
0671568833;0373218397;3
0064405842;0553296981;3
0375758992;0553280341;3
0316678104;0440236673;3
0064405842;0440180295;3
0671568833;0316693251;3
0440204208;0312966091;3
0375758992;0374199698;3
0375758992;0345465083;3
0440202043;155874262X;3
0064405176;0609807900;3
0064405176;0590353403;3
0140067779;0385335881;3
0064405176;0385722435;3
0140067779;0385335830;3
0842373195;0440940001;3
0553213172;0439136369;3
0140067779;0446608955;3
0140067779;0385336179;3
0064405176;0394820371;3
0064405176;0671001795;3
0140067779;0385335482;3
0440204208;0449223604;3
0842373195;0440498058;3
0515133876;0385504209;3
0891075275;0842329129;3
0440204208;0515121495;3
0515133876;0425118703;3
0891075275;0679781587;3
0553213172;0439139597;3
0553213172;0679781587;3
0671042556;0670894605;3
0553213172;0671793489;3
0316678104;0452282829;3
0553213172;0446365386;3
0891075275;0842329218;3
067103619X;014029628X;3
0842373195;0671003755;3
0515133639;0679429220;3
0860074382;0060958022;3
0891075275;0312278586;3
0860074382;0061097861;3
0064405842;0312195516;3
067103619X;0385504209;3
0064405842;0140386645;3
0891073906;0842329218;3
0891073906;0842329129;3
0515133639;0441001971;3
0553213180;0312966970;3
0553213180;0312976275;3
0671034057;0452266564;3
0515133639;0441003745;3
0743454146;0671034022;3
0064405842;0064405176;3
0064405842;006440630X;3
0671034057;0671027581;3
0860074382;000649840X;3
0891075275;0440224594;3
0743454146;0553584383;3
0553213180;0064400026;3
0515133639;1400031354;3
0525946233;0842329129;3
0743454146;0609804138;3
0440207770;0156027321;3
0440207770;014029628X;3
0515132268;0671001795;3
0553234811;0060502258;3
0671034022;0446670251;3
0553234811;0312195516;3
0671250671;0451457811;3
0440207770;0316777722;3
037582233X;0452282152;3
037582233X;0452264464;3
0440207770;0316096199;3
037582233X;0451526341;3
0553234811;0064400026;3
0316734837;0312265859;3
0671250671;0679731148;3
0671250671;0670892963;3
0515132268;0446605239;3
0515132268;0446672211;3
037582233X;0446672211;3
0316734837;0375703055;3
0865471185;0684874350;3
0553234811;0440234743;3
0515132268;0515127396;3
0553234811;0553260960;3
0553234811;0439136350;3
0671250671;0449219364;3
0671250671;0449212602;3
0553234811;0345370775;3
0515132268;0515134384;3
0553234811;0553280945;3
0064401847;0064405176;3
0066211611;0446672211;3
037582233X;0743418174;3
0140077022;0971880107;3
0440222028;0684848783;3
0064401847;0375727345;3
0515132268;1551665301;3
0671250671;0684848783;3
0066211611;0670892963;3
0743422910;0440215625;3
0743422910;044022425X;3
0743422910;0440212561;3
0671250671;0786868716;3
0316734837;0060502258;3
0553213695;0446310786;3
0671250671;080410526X;3
044022425X;0385504209;3
0836221192;0553280341;3
0425192733;0553582755;3
044022425X;0385720106;3
044022425X;0439136350;3
0425192733;0804106304;3
0425192733;0767905180;3
0140131558;0316666343;3
0440223571;067976402X;3
0440223571;0439136350;3
0440223571;0440213029;3
0440223571;0440235596;3
0440223571;059035342X;3
0425192733;080410753X;3
0865471185;0385484518;3
0425192733;0140298479;3
0140131558;1573225517;3
0865471185;0439064872;3
0865471185;0440213290;3
0140131558;0679745203;3
0836221192;0345339703;3
0316734837;0671001795;3
0316734837;0553572997;3
0440222842;0743418174;3
0440222842;0743418204;3
0440222842;0553568760;3
0440222842;0671793489;3
0671623249;0385504209;3
0375706062;0767905180;3
0375706062;0786881852;3
0865471185;0553296981;3
0316734837;0385508042;3
0440222842;0380718340;3
0515132268;039914675X;3
0440222842;0446610038;3
0440222842;0446610542;3
0515132268;0380721643;3
0440222842;044651652X;3
0440222842;0440200563;3
0440222842;0440207622;3
0375706062;0679751521;3
0836221192;0836218221;3
0375706062;0312278586;3
0836221192;0836221362;3
0375706062;0142001430;3
0375706062;0140293248;3
0440223571;0060976845;3
0671623249;0553275976;3
0375706062;0446670251;3
0375706062;0375727345;3
0671623249;0440214041;3
0375706062;067088300X;3
055321330X;067976402X;3
0553213180;0553284789;3
0064472795;0590353403;3
0380002450;0142001740;3
0380002450;0441790348;3
0140077022;014131088X;3
0380002450;0446310786;3
0380002450;0345337662;3
0380002450;0345342968;3
0140077022;0312195516;3
0140077022;0312278586;3
0140077022;0312282990;3
0140077022;0385479565;3
0140077022;0385722206;3
0066211611;0060188731;3
0380001411;0842329129;3
0140071814;0375703861;3
0064472795;014131088X;3
0064472795;0140298479;3
0743454146;0385508042;3
0671034057;0425150984;3
0743454146;0385504209;3
0671034057;0385472943;3
0064472795;0439139597;3
0671034057;0345313860;3
0064472795;0439136350;3
0064472795;0439064864;3
0380002450;0451524934;3
0064472795;0446670251;3
0743454146;0380731851;3
0671034057;0312971125;3
0140071814;0786868716;3
0375826688;0439139597;3
0375826688;0452282152;3
0066211611;0385503822;3
0066211611;0385504209;3
0375826688;0439136369;3
0066211611;0385508042;3
0375826688;0439136350;3
0380001411;0312195516;3
0380001411;0142000205;3
0375826688;0671027360;3
0375826688;0679429220;3
0380001411;0060928336;3
0066214440;0375727345;3
0671443283;0425153975;3
0440222028;0671011367;3
0440222028;0446610399;3
0066214440;0316168688;3
0671443283;0425180638;3
0066214440;0316789089;3
0671443283;0425172546;3
0066211611;0375412824;3
0380001411;0440940001;3
0066211611;0316666343;3
0380001411;0425162443;3
0380001411;0425147622;3
0380001411;0440224764;3
0066211611;0316154059;3
0066214440;0440226104;3
0066211611;0312265867;3
0066214440;0385504209;3
0553106643;0316666343;3
0553106643;034539657X;3
0553106643;0345386108;3
0553106643;0345337662;3
0886773520;0451524934;3
0380703882;0440220602;3
0380703882;044022165X;3
038000917X;0385504209;3
0099747200;1400034779;3
0099747200;0684865742;3
0380703882;0345370775;3
0553106643;0425130711;3
0553106643;0425128164;3
0886773520;0375703764;3
0553106643;0425153975;3
0380703882;0312966970;3
0886773520;0345384466;3
0553106643;0425136981;3
0099747200;0786881852;3
0099747200;080410753X;3
0886773520;0380789035;3
0743457943;0375706771;3
0099771519;0345387651;3
0886777631;0345339711;3
0099771519;0375703861;3
0440217547;0385504209;3
0380703882;0440226430;3
0440217547;0375727345;3
0440217547;0380018179;3
0743457943;0385720106;3
0440217547;0440224780;3
0099771519;0439064864;3
0440217547;0440222656;3
0380703882;0452282152;3
0099771519;0385484518;3
0099771519;0099263815;3
0380703882;0446609404;3
0099771519;0007110928;3
0886773520;0812551478;3
0886773520;0812551486;3
038000917X;0345443284;3
0440174643;0671041789;3
0064471063;0440498058;3
0743457943;0140293248;3
0064471063;0440226430;3
0743457943;0312305060;3
0553208845;0060916508;3
0880381736;0812511816;3
0880381736;0812513738;3
0880381736;0812548051;3
0743457943;0060938455;3
0440217490;0446608815;3
0440217490;0449227421;3
0553208845;0060938455;3
0671528904;0345413903;3
0553148001;0553289411;3
0553148001;0609610597;3
0553106643;0451142934;3
0886773520;034529873X;3
0886773520;0345313860;3
0886773520;0345314255;3
0671528904;0671021001;3
0743457943;0316776963;3
0743457943;0316603570;3
0552996181;1400031354;3
0552996181;0860074382;3
0099263815;0312966970;3
0886777844;0440214041;3
0140042393;0345337662;3
0552996181;0749305401;3
0886777844;0441304834;3
0552996181;0749397543;3
0140042393;0316666343;3
0552998001;0091867770;3
0552998001;0060958022;3
0886777844;0425169863;3
0440218535;0380718340;3
0380005239;0671003755;3
0440218535;0425147622;3
0440218535;0425154092;3
0140042393;0425169693;3
0140042393;0385504209;3
0886777844;0515134384;3
0440218535;0375703055;3
0140042393;0446310786;3
0140042393;0440211727;3
0140042393;0440220602;3
0099263815;0099771519;3
0552998486;0749309423;3
0552998486;0590660543;3
0886777631;0552131067;3
0886777631;0552131075;3
0552998486;0440206154;3
0380005239;0786885688;3
0886777631;0812511816;3
0552998486;0385722192;3
0380005239;080410753X;3
0886777631;0552128481;3
0743457943;0399146008;3
0552999458;0552147680;3
0552998001;038572179X;3
0886777844;0345350499;3
0886777844;0345351525;3
0552998001;0156001314;3
0440178002;0399501487;3
0099263815;0380018179;3
0440178002;0441790348;3
0552998001;0749397543;3
0380005239;0765341972;3
0380005239;0743439740;3
0099800403;0385722206;3
0099800403;0452282152;3
0440131480;0316666343;3
0553211404;0439064864;3
0553211404;0439064872;3
0064410129;0786817070;3
0517556278;0449212602;3
0553210092;0380002930;3
0553211404;0553213148;3
0553211404;0385474016;3
0553211404;0385482388;3
0064471055;0060928336;3
0099387913;0345361792;3
0064471055;006440188X;3
0553210092;0375725784;3
0517556278;0452264464;3
0440131480;044021145X;3
0440131480;0440111498;3
0099387913;0060938455;3
0099387913;0060958022;3
0517149257;0679731148;3
0553210793;0894803204;3
0517556278;044021145X;3
0099387913;0060502258;3
0099387913;0312195516;3
0440127793;0786890436;3
0440127793;080411109X;3
0064410129;0142001805;3
0553212451;0312966970;3
0553212451;0312976275;3
0064471055;0345350499;3
0553212451;0140067477;3
0553212451;0140143505;3
0553212451;0312282990;3
0517149257;0440487617;3
0553212451;0316666343;3
0553212451;0316769487;3
0553212451;0345313860;3
0064410129;0439064864;3
0064410129;043935806X;3
0440131480;1558743669;3
0099387913;038542017X;3
0099279274;0141007338;3
0440127793;0060391626;3
0380012863;0671004107;3
0440127793;006000438X;3
0553210793;0316666343;3
0553210793;0345337662;3
0553210793;0345361792;3
0517556278;0345313860;3
0517556278;0345350499;3
0380012863;0553296981;3
0440127793;0060938455;3
0440127793;0060929790;3
0380012863;059035342X;3
0440127793;0553272535;3
0380012863;0804106304;3
0842329293;059035342X;3
0877733759;0609804138;3
0380012863;0440220602;3
0842329293;0345339681;3
0877733759;0452282152;3
0877733759;0811802981;3
0517149257;0767902521;3
0842329293;1558745157;3
0517149257;068484267X;3
0517149257;0971880107;3
0517556278;0380018179;3
0842329293;0842332251;3
0517556278;0380002930;3
0380698714;0812550706;3
0380698714;1576737330;3
0440216745;042516098X;3
0440216745;0385484518;3
0064407691;0064400557;3
0380698714;0451169530;3
0440216745;0440224675;3
0515137111;0515124214;3
0743457358;0451176464;3
0743457358;0451177096;3
0743457358;0451151259;3
0743457358;0451167317;3
0743457358;0451160525;3
0743457358;0451163524;3
0440216745;0060987561;3
0517149257;0060502258;3
0517149257;0060256737;3
0064407691;0345339681;3
0380698714;0312195516;3
0380600129;055321313X;3
0380600129;0553274295;3
0671039741;0316769487;3
0440216745;0142000205;3
0553208845;0385507607;3
0553208845;0385504209;3
0553208845;0385498802;3
0099263815;0749397357;3
0553208845;0385484518;3
0517122707;0394820371;3
0517122707;0671003755;3
0440217490;0345370775;3
0440217490;0345387651;3
0671038567;0345413881;3
0671527215;0385504209;3
0440216745;1931561648;3
0440217490;0425154092;3
0671527215;0671027360;3
0440217490;0440236673;3
0880381736;059035342X;3
0440216745;0553289411;3
0440216745;051512608X;3
0671527215;0345378490;3
0671527215;0060987529;3
0439425220;059035342X;3
0517556278;067976402X;3
0099387913;0552134643;3
0880381736;0439139597;3
0880381736;0439136369;3
0440108268;043935806X;3
0440108268;0439139600;3
0439425220;0385504209;3
0553212478;0345339738;3
0517149257;0380807343;3
0553212478;0345313860;3
0439425220;0375760911;3
0439425220;0312976275;3
0439425220;0060987103;3
0553212478;0316666343;3
0440111498;0446394521;3
0440111498;0440131480;3
0440111498;0679781587;3
0440111498;0385504209;3
0099387913;0446670251;3
0743455967;0142001740;3
0440111498;0345370775;3
0440111498;0345361792;3
0440111498;0345313860;3
0440111498;014023313X;3
0743455967;0316666343;3
0440108268;1558744150;3
0743455967;0316776963;3
0743455967;1558743669;3
0380600129;0380702843;3
0380600129;0385474016;3
0380600129;0439136369;3
0380600129;0440940001;3
0380600129;0440998050;3
0380600129;0446310786;3
0553212478;0440180295;3
0553212583;044021145X;3
0553212583;0440213525;3
0099387913;0679751521;3
0553212583;0156628708;3
0064407055;0448095017;3
0440220653;0345378490;3
0064407055;0446675059;3
0525945938;0316666343;3
0671036505;038079487X;3
0887307876;0971880107;3
0887307876;1400031354;3
0671036505;0440235596;3
0671036505;0425192725;3
0671036505;042518286X;3
0440220653;0345361792;3
0525945938;0060987103;3
0887307876;1592400876;3
0552143774;0743412028;3
0440212359;0804115613;3
0515134384;0886777844;3
0525945938;0385503822;3
0440220653;055357230X;3
0515134384;0767900383;3
0091867770;0451166892;3
0440220653;0671042858;3
0525945938;0385505833;3
0440220653;0515102652;3
0440212359;155874262X;3
0091867770;0552998001;3
0440220653;0553268880;3
0515134384;0553280368;3
0440212359;068484477X;3
0525945938;0385720106;3
0440212359;0743237188;3
0515134384;0553574663;3
0064407055;044022103X;3
0064407055;0440219078;3
0440220653;0440998050;3
0440220653;0446310786;3
0891073906;0312195516;3
0440220653;0440404193;3
0064407055;0440998050;3
